"JASID","LGC","Admin_no","Site_no","SiteName","SiteType","Note","P","J","Y","K","N","H","Ka","Na","Mu","Se","E","D","U","Lon","Lat"
11341001000,11341,39,10,"山中古墳群","古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3558681,36.09909034
11341010900,11341,39,109,"富士根遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3591288,36.08953898
11341011800,11341,39,118,"棒名遺跡","散布地","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3542724,36.08648812
11341011400,11341,39,114,"南中在家遺跡","","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3550607,36.08857055
11341011500,11341,39,115,"馬場裡遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3586978,36.08763137
11341010600,11341,39,106,"中在家II遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.355475,36.09398304
11341010800,11341,39,108,"稲荷前遺跡","","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3589734,36.09184804
11341011600,11341,39,116,"馬場遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3589769,36.08574315
11341011700,11341,39,117,"馬場II遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3582879,36.08480937
11341010700,11341,39,107,"南在家遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3571124,36.09312071
11341009800,11341,39,98,"榎古墳群","古墳群 古墳","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.35355,36.097599
11341008800,11341,39,88,"不動沼北遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3495488,36.09825027
11341000700,11341,39,7,"岩井口遺跡","散布地","",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3538258,36.09936326
11341000400,11341,39,4,"円正寺古墳群","散布地","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.350255,36.09985922
11341009700,11341,39,97,"山中東遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3532629,36.09844412
11341031700,11341,39,317,"山中遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3519864,36.09916571
11341000500,11341,39,5,"台原遺跡","","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3527271,36.10044513
11341000600,11341,39,6,"関魔谷遺跡","散布地","",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3532421,36.10080575
11341000200,11341,39,2,"阿弥陀谷遺跡","","",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3482294,36.10210614
11341009500,11341,39,95,"榎遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.350894,36.09296766
11341009600,11341,39,96,"上湯谷遺跡","集落跡","",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3523475,36.09326991
11341009300,11341,39,93,"円正寺I遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3487947,36.09381141
11341009400,11341,39,94,"円正寺裡遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3499964,36.09411658
11341010500,11341,39,105,"中在家遺跡","古墳","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3541391,36.09424142
11341009100,11341,39,91,"円正寺裡IV遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3508188,36.09583003
11341009200,11341,39,92,"円正寺II遺跡","集落跡","",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3487083,36.09637701
11341009000,11341,39,90,"円正寺III遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3505101,36.09658581
11341008900,11341,39,89,"円正寺裡II遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3518834,36.0973903
11341012200,11341,39,122,"上中郷II遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3503571,36.08430994
11341035900,11341,39,359,"中郷II遺跡","集落跡","",NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,139.3522102,36.08403111
11341012300,11341,39,123,"上中郷II遺跡","散布地","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3510438,36.08329898
11341012100,11341,39,121,"上中郷遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.349368,36.08496287
11341011900,11341,39,119,"湯谷遺跡","散布地","",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.348056,36.08924714
11341011300,11341,39,113,"中在家山遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3534814,36.08977565
11341011200,11341,39,112,"湯谷山遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3498069,36.09013494
11341011100,11341,39,111,"榎II遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3516265,36.0909395
11341011000,11341,39,110,"谷在家遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3534346,36.09225771
11341013400,11341,39,134,"西浦遺跡","集落跡","",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3225876,36.08963204
11341035300,11341,39,353,"八垣遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3254372,36.08990947
11341013000,11341,39,130,"猫沼北遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3250886,36.094887
11341013200,11341,39,132,"西富士塚遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3262867,36.09480236
11341013300,11341,39,133,"富士塚遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3290075,36.09495895
11341012900,11341,39,129,"大入沼南遺跡","古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3256036,36.09641279
11341000100,11341,39,1,"南柿町遺跡","城跡","",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3451239,36.10216162
11341000300,11341,39,3,"三軒新田古墳","","",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3473367,36.10069142
11341013100,11341,39,131,"丸山遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3243727,36.09437608
11341014000,11341,39,140,"向船川遺跡","集落跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.334123,36.08763474
11341013800,11341,39,138,"堀込遺跡","古墳","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3297972,36.08835609
11341036600,11341,39,366,"高原遺跡","古墳","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3332993,36.08877197
11341013900,11341,39,139,"松原古墳群","古墳群 古墳","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3294541,36.08857776
11341035400,11341,39,354,"向II遺跡","その他","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",139.3379009,36.0879996
11341013600,11341,39,136,"三門館跡","その他","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3255059,36.08852228
11341014500,11341,39,145,"船川西遺跡","集落跡 古墳","",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.328537,36.08886
11341013700,11341,39,137,"吾兵沼南遺跡","古墳","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3288652,36.08888758
11341013500,11341,39,135,"西浦II遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3232743,36.08941009
11341012000,11341,39,120,"金子遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3476449,36.08539949
11341021400,11341,39,214,"中山遺跡","古墳","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3429409,36.08401643
11341014400,11341,39,144,"向遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3390325,36.0873573
11341015100,11341,39,151,"山崎遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3356682,36.08405534
11341014600,11341,39,146,"船川遺跡","集落跡","",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3336769,36.08386112
11341014300,11341,39,143,"後船川遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3353933,36.08616427
11341014100,11341,39,141,"後谷遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3306469,36.08625737
11341014900,11341,39,149,"船川II遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3337497,36.08327126
11341014200,11341,39,142,"峯遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3336424,36.08616399
11341012600,11341,39,126,"西ヶ谷戸遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3545282,36.0819923
11341012500,11341,39,125,"福小北方遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.353955,36.08275671
11341023200,11341,39,232,"山際遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3582035,36.07235675
11341023300,11341,39,233,"山際II遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3562465,36.07243999
11341022900,11341,39,229,"寺前南遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3571424,36.07432106
11341012800,11341,39,128,"古姓遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3572236,36.07894273
11341008400,11341,39,84,"栗谷古墳群","古墳群 古墳 散布地","",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.361017,36.077414
11341023000,11341,39,230,"寺前古墳群","集落跡 古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3559065,36.07443206
11341023100,11341,39,231,"寺前遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3574019,36.07598408
11341022600,11341,39,226,"千代鹿前遺跡","集落跡","",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3543926,36.07460446
11341012700,11341,39,127,"古姓北遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3567086,36.07968375
11341019400,11341,39,194,"花気遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3554289,36.06275205
11341019600,11341,39,196,"久保田遺跡","集落跡","",NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,139.3594114,36.06391221
11341019500,11341,39,195,"八嶋遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.356493,36.06327966
11341023800,11341,39,238,"大ケ谷戸III遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3584438,36.0681109
11341023700,11341,39,237,"大ケ谷戸II遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3566242,36.0681664
11341023600,11341,39,236,"大ケ谷戸遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3554569,36.06883243
11341022800,11341,39,228,"大木裡遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3539806,36.072329
11341023500,11341,39,235,"下耕地新田遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3586155,36.07008122
11341023400,11341,39,234,"下耕地遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3566706,36.07071793
11341022100,11341,39,221,"西両表III遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3492084,36.07687985
11341022500,11341,39,225,"小姓前遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3538776,36.07729607
11341021900,11341,39,219,"西両表遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3460188,36.07831684
11341022000,11341,39,220,"西両表II遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3479038,36.07901644
11341021800,11341,39,218,"桑木遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3446079,36.08012633
11341021600,11341,39,216,"柴山遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.342548,36.08015912
11341012400,11341,39,124,"中郷遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.352542,36.08293555
11341021700,11341,39,217,"中山II遺跡","集落跡 古墳","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3449512,36.08209636
11341008500,11341,39,85,"栗谷東遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.347514,36.08216053
11341016600,11341,39,166,"駒形遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3483784,36.06662887
11341016700,11341,39,167,"広瀬遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3458891,36.06662984
11341016500,11341,39,165,"眺望里II遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.348113,36.06863227
11341016400,11341,39,164,"眺望里遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3460095,36.0707083
11341016300,11341,39,163,"廓古墳群","集落跡 古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3434003,36.07106905
11341022700,11341,39,227,"皿型沼西遺跡","その他","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3516117,36.07313374
11341022400,11341,39,224,"東両表古墳群","集落跡 古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3520237,36.07507619
11341022200,11341,39,222,"東両表遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3488651,36.07618614
11341022300,11341,39,223,"古姓前遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3507877,36.07668561
11341018400,11341,39,184,"天裏遺跡","集落跡","",NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3442412,36.06193963
11341019200,11341,39,192,"内郷III遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3512624,36.06271576
11341025300,11341,39,253,"居山遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3529726,36.06189224
11341019000,11341,39,190,"内郷II遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3507414,36.06357947
11341018900,11341,39,189,"内郷遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3499134,36.06379014
11341019100,11341,39,191,"下沼遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3521034,36.06367334
11341018800,11341,39,188,"中尾清水遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3511997,36.06430887
11341016800,11341,39,168,"加田遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3441725,36.06521448
11341018700,11341,39,187,"祢がらみ遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3508907,36.065863
11341015700,11341,39,157,"郷社後III遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3391028,36.07454114
11341015500,11341,39,155,"郷社後I遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3382221,36.07549242
11341015400,11341,39,154,"居合遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3373175,36.07495737
11341015300,11341,39,153,"麓山古墳群","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3356695,36.07590083
11341015200,11341,39,152,"麓古墳群","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3345366,36.07753798
11341021500,11341,39,215,"柴山古墳群","集落跡 古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3410717,36.08201311
11341014700,11341,39,147,"曲本遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3311311,36.08323453
11341014800,11341,39,148,"曲本II遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3322906,36.08286894
11341015000,11341,39,150,"山崎古墳群","古墳群 古墳","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.335565,36.08280705
11341017100,11341,39,171,"台田嶺A遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3349371,36.06979349
11341016200,11341,39,162,"神戸遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.341621,36.07183453
11341016100,11341,39,161,"郷社後II遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3416434,36.07251542
11341016900,11341,39,169,"大平遺跡","祭祀 その他","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3292437,36.0719952
11341035500,11341,39,355,"郷社後V遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3385997,36.07360548
11341016000,11341,39,160,"郷社後I遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3421583,36.07365316
11341015600,11341,39,156,"郷社後II遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3368162,36.07388664
11341015800,11341,39,158,"郷社後古墳","古墳","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3394118,36.07393066
11341015900,11341,39,159,"郷社後IV遺跡","","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3403883,36.07440431
11341018200,11341,39,182,"用土庵A遺跡","集落跡","",NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3423529,36.06196738
11341017800,11341,39,178,"細沼北","その他","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3368941,36.06168985
11341017700,11341,39,177,"二ツ沼南遺跡","その他","",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.340499,36.06626906
11341017500,11341,39,175,"二ツ沼西遺跡","その他","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3363791,36.06493695
11341017400,11341,39,174,"中尾遺跡","集落跡","",NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3344221,36.06524223
11341017600,11341,39,176,"二ツ沼北遺跡","その他","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3386794,36.06654658
11341017300,11341,39,173,"山田谷遺跡","その他","",NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3328085,36.06665759
11341017000,11341,39,170,"柳沢遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3307486,36.06779541
11341017200,11341,39,172,"台田嶺B遺跡","集落跡 窯跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3354178,36.06882221
11341018600,11341,39,186,"太朗遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3449622,36.05960829
11341023900,11341,39,239,"城ノ台遺跡","集落跡","",NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,139.3483611,36.06030215
11341019300,11341,39,193,"居山遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3508907,36.06113752
11341029900,11341,39,299,"金熊北A遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3492519,36.04444798
11341029400,11341,39,294,"築地前遺跡","集落跡","",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3532344,36.0455306
11341029500,11341,39,295,"築地前北遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3536601,36.04644356
11341029600,11341,39,296,"宮前南遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3492862,36.04686304
11341027600,11341,39,276,"林遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3507829,36.04943917
11341031100,11341,39,311,"宮前遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3531087,36.04822984
11341027700,11341,39,277,"古屋敷II遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3543978,36.04949513
11341026400,11341,39,264,"西荒井遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.346004,36.05121797
11341029800,11341,39,298,"大堀遺跡","散布地","",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3533764,36.04113832
11341030200,11341,39,302,"大堀西窯跡","窯跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3504672,36.04280704
11341030600,11341,39,306,"中丸前遺跡","その他","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3449996,36.04172094
11341029700,11341,39,297,"大堀館跡","集落跡 その他","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3528018,36.04258496
11341030500,11341,39,305,"大堀西II遺跡","その他","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",139.3480015,36.04268503
11341030300,11341,39,303,"金熊遺跡","その他","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3498298,36.04305976
11341030400,11341,39,304,"大堀西I遺跡","散布地","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3492224,36.04216511
11341030000,11341,39,300,"金熊西遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3469996,36.04377865
11341030100,11341,39,301,"橋戸上遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3526357,36.04397154
11341024600,11341,39,246,"西平III遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3498216,36.05252024
11341026300,11341,39,263,"西荒井後遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3462155,36.05310402
11341024500,11341,39,245,"西平遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3505426,36.05315865
11341025700,11341,39,257,"両平北遺跡","古墳","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3476519,36.05371609
11341025800,11341,39,258,"西平II遺跡","古墳","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3466473,36.05387954
11341025900,11341,39,259,"下ノ前I遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3447736,36.05543555
11341024100,11341,39,241,"平古墳群","古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3522961,36.05642209
11341027000,11341,39,270,"上ノ前I遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3365952,36.0529232
11341026200,11341,39,262,"下ノ前IV遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3445963,36.05385487
11341027200,11341,39,272,"寺ノ台III遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3360476,36.05443775
11341026800,11341,39,268,"寺ノ台II遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3369402,36.05477083
11341026900,11341,39,269,"表ノ前III遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3378041,36.05382569
11341026100,11341,39,261,"下ノ前III遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3432574,36.05429897
11341026600,11341,39,266,"表ノ前II遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3403255,36.05424655
11341031600,11341,39,316,"下ノ前Ⅵ遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3422873,36.05510046
11341026000,11341,39,260,"下ノ前II遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3432724,36.05527331
11341036500,11341,39,365,"中丸遺跡","集落跡","",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.344768,36.04513888
11341030700,11341,39,307,"中丸前窯跡","集落跡 窯跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3444933,36.04247392
11341027500,11341,39,275,"屋田遺跡","集落跡","",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.343635,36.05082936
11341027300,11341,39,273,"月輪古墳群","古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3417331,36.04816769
11341027400,11341,39,274,"西荒井前遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3400108,36.0468073
