ID,都道府県,遺跡群名,遺跡名,地点地区名,文化層石器文化,遺跡群名読み方,遺跡名読み方,地点区名読み方,所在地,緯度,Latitude,経度,Longitude,測地系,標高,ナイフ形石器,台形（様）石器,斧形石器,剥片尖頭器,角錐状石器三稜尖頭器,槍先形尖頭器,両面調整石器,細石刃細石核等,神子柴型石斧,有茎（舌）尖頭器,掻器削器,彫器,砥石,叩石,台石,礫器,その他の石器,草創期土器,ブロック･ユニット,礫群配石,炭化物集中,その他の遺構,特記事項,文献,調査歴,作成年月日,作成者,更新年月日,更新者
10808 ,北海道,白滝遺跡群,上白滝8遺跡,,Sb－64～70,Shirataki,kamisirataki8,,紋別郡遠軽町上白滝179-3，181-3,435215 ,43.868056 ,1430815 ,143.134722 ,世界,440 ,,○,,,,,,,,,○,,,,,,二次加工ある剥片/錐形石器/石核/剥片,,○,,○,,白滝Ⅰ群,鈴木宏行･直江康雄2006,発掘調査,20051129,直江康雄,20090814,直江康雄
10810 ,北海道,白滝遺跡群,上白滝8遺跡,,Sb－72～79,Shirataki,kamisirataki8,,紋別郡遠軽町上白滝179-3，181-3,435215 ,43.868056 ,1430815 ,143.134722 ,世界,440 ,,○,,,,,,,,,○,,,,,,二次加工ある剥片/錐形石器/石核/剥片,,○,,,遺構なし,白滝Ⅰ群,鈴木宏行･直江康雄2006,発掘調査,20051129,直江康雄,20090814,直江康雄
10820 ,北海道,,旧白滝16遺跡,,Sb－1～8,,kyuusirataki16,,紋別郡遠軽町旧白滝191,435514 ,43.917778 ,1431415 ,143.234722 ,世界,330 ,,○,,,,,,,,,○,○,,,,,錐形石器/二次加工ある剥片/剥片/石核,,,,,遺構なし,,直江康雄2009,発掘調査,20090812,直江康雄,,
20027 ,青森県,,太師森,,,,Taishimori,,平川市新屋遠手沢,403541 ,40.583611 ,1403837 ,140.635278 ,世界,210 ,,,○,,,,,,,,,,,,,,○,,,,,,各1点。,葛西他1983,採集,,,,
30002 ,岩手県,,有家遺跡,,高館火山灰層上部,,Uge,,九戸郡洋野町種市字有家,401915 ,40.318056 ,1414538 ,141.752222 ,世界,95 ,,,○,,,,,,,,,,,,,,○,,,,,,,小野寺信吾・鈴木孝志・菊池強一ほか1967,採集,20100118,菊池強一,,
30018 ,岩手県,,瓢箪穴洞穴遺跡,Ｄ区,Ⅲ層上面,,Hyotananadokutsu,Loc.Ｄ,下閉伊郡岩泉町大字岩泉40地割字大北川48－19,385120 ,38.850000 ,1414854 ,141.801111 ,世界,180 ,,,○,,,,,,,,,,,,,,,,,,,,検証発掘調査で石斧のみが認定,東北旧石器文化研究所・鎌田俊昭・梶原洋・鈴木雅2003,発掘,20100116,菊池強一,,
30032 ,岩手県,,板橋Ⅲ遺跡,,Ⅸ層,,ItabashiⅢ,,岩手郡雫石町板橋204-1,394210 ,39.700000 ,1410142 ,141.017222 ,世界,208 ,○,○,○,,,,,,,,,,,○,○,,○,,,,,,,柴田慈幸2007,発掘,20100118,中川重紀,,
30042 ,岩手県,,宿内遺跡,,Ⅱｂ,,Shukunai,,花巻市山の神727－1ほか,392120 ,39.350000 ,1410642 ,141.100556 ,世界,87 ,,○,○,,,,,,,,,,,○,,○,○,,,,○,,,花巻市教育委員会2001,発掘,20050818,中川重紀,,
30048 ,岩手県,,和賀仙人遺跡,A,Ⅱ,,Wagasennin,Loc.A,北上市和賀町和賀仙人,391829 ,39.302500 ,1405420 ,140.900000 ,世界,284 ,○,○,,,,,,,,,○,○,,○,○,,○,,,,,,,小野寺信吾・菊池強一・高橋徳夫ほか1966/鈴木孝志・菊池強一1966/小野寺信吾・鈴木孝志・菊池強一ほか1967/和賀町教育委員会1984/和賀町教育委員会1984,発掘,20050720,中川重紀,20100120,菊池強一
30054 ,岩手県,,愛宕山遺跡,,Ⅲ,,Atagoyama,,北上市和賀町横川目第5地割,391831 ,39.300278 ,1405643 ,140.934167 ,世界,210 ,○,○,○,,,,,,,,○,○,,○,,,ノッチ/鋸歯縁石器/焼け石,,,,,,平成18年北上市埋蔵文化財センター実施の発掘調査で国内最大級の石斧が出土,岩手県立博物館1993,発掘,20050720,中川重紀,,
30061 ,岩手県,,斉羽場館跡,,第Ⅰ（ⅦD層）,,Sainohabatate,,北上市稲瀬町字前田164－1,391510 ,39.250000 ,1410714 ,141.117778 ,世界,62 ,○,○,,,,,,,,,○,,,○,○,○,○,,○,,,,他に盛土中から台形石器出土,（財）岩手県文化振興事業団埋蔵文化財センター2010,発掘,20100120,北村忠昭,,
30064 ,岩手県,,南部工業団地内遺跡Ⅲ,Ｕ区,Ⅲ,,Nanbukogyodanchinaiiseki Ⅲ,Loc.U,北上市相去町北上南部工業団地内,391429 ,39.235833 ,1410504 ,141.084444 ,世界,104 ,○,,○,,,,,,,,,,,○,○,○,○,,○,,,,,北上市立埋蔵文化財センター1997,発掘,20050818,中川重紀,,
30068 ,岩手県,,細内Ⅱ遺跡,,採集,,HosonaiⅡ,,和賀郡西和賀町湯田字細内,391850 ,39.300000 ,1404347 ,140.718611 ,世界,260 ,,,○,,,,,,,,,,,,,,,,,,,,,小野寺信吾・鈴木孝志・菊池強一ほか1967,採集,20100119,菊池強一,,
30071 ,岩手県,,大渡Ⅱ遺跡,,ⅡDe,,OwatariⅡ,,和賀郡西和賀町湯田第57地割12－1ほか,391850 ,39.300000 ,1404458 ,140.735556 ,世界,260 ,○,○,,,,,,,,,,○,,○,○,,○,,○,,○,,ＡＴ火山灰が第1文化層と第２文化層に挟まれて検出される,（財）岩手県文化振興事業団埋蔵文化財センター1995/菊池強一1996,発掘,20050912,中川重紀,20090818,中川重紀
30075 ,岩手県,,大台野遺跡,,Ⅱｂ,,Odaino,,和賀郡西和賀町湯田259番地7,391817 ,39.301944 ,1404432 ,140.733889 ,世界,278 ,,○,○,,,,,,,,○,,,○,○,○,○,,○,○,○,,,菊池強一1974/湯田町教育委員会1975,発掘,20050621,中川重紀,20090826,中川重紀
30079 ,岩手県,,峠山牧場Ⅰ遺跡 ,Ａ地区,Ⅱa上部最下部,,TogeyamabokujoⅠ,Loc.A,和賀郡西和賀町湯田第46地割125－25ほか,391753 ,39.284167 ,1405037 ,140.835278 ,世界,295 ,○,○,,,,,,,,,,,,○,,,○,,○,,,,装飾品,（財）岩手県文化振興事業団埋蔵文化財センター1999a,発掘,20050912,中川重紀,20090818,中川重紀
30080 ,岩手県,,峠山牧場Ⅰ遺跡 ,Ａ地区,Ⅱa中部,,TogeyamabokujoⅠ,Loc.A,和賀郡西和賀町湯田第46地割125－25ほか,391753 ,39.284167 ,1405037 ,140.835278 ,世界,295 ,○,○,○,,,,,,,,○,○,○,,○,,○,,○,,,,,（財）岩手県文化振興事業団埋蔵文化財センター1999a,発掘,20050912,中川重紀,20090818,中川重紀
30081 ,岩手県,,峠山牧場Ⅰ遺跡 ,Ａ地区,Ⅱa最下部,,TogeyamabokujoⅠ,Loc.A,和賀郡西和賀町湯田第46地割125－25ほか,391753 ,39.284167 ,1405037 ,140.835278 ,世界,295 ,○,○,○,,,,,,,,,,,,,,○,,○,,,,,（財）岩手県文化振興事業団埋蔵文化財センター1999a,発掘,20050912,中川重紀,20090818,中川重紀
30082 ,岩手県,,峠山牧場Ⅰ遺跡 ,Ａ地区,Ⅱｂ下部,,TogeyamabokujoⅠ,Loc.A,和賀郡西和賀町湯田第46地割125－25ほか,391753 ,39.284167 ,1405037 ,140.835278 ,世界,295 ,,○,,,,,,,,,,,,,,,,,○,○,,,,（財）岩手県文化振興事業団埋蔵文化財センター1999a,発掘,20050912,中川重紀,20090818,中川重紀
30085 ,岩手県,,耳取Ⅰ遺跡,Ｂ地区,Ⅰ・Ⅱ・Ⅲ,,MimitoriⅠ,Loc.B,和賀郡西和賀町湯田第49地割2－22他,391742 ,39.283889 ,1405004 ,140.834444 ,世界,250 ,○,○,,,,,,,,,○,○,,,,,○,,○,,,,,（財）岩手県文化振興事業団埋蔵文化財センター1999b,発掘,20050930,中川重紀,,
30093 ,岩手県,,柏山館跡,,Ⅱｂ上,,Kashiyamatate,,胆沢郡金ヶ崎町大字永栄字上宿115,391026 ,39.168333 ,1410506 ,141.085000 ,世界,75 ,,○,,,,,,,,,○,,,○,,,○,,○,,,,,（財）岩手県文化振興事業団埋蔵文化財センター1996c,発掘,20051220,中川重紀,20090818,中川重紀
30094 ,岩手県,,柏山館跡,,Ⅱｂ下,,Kashiyamatate,,胆沢郡金ヶ崎町大字永栄字上宿115,391026 ,39.168333 ,1410506 ,141.085000 ,世界,75 ,,○,,,,,,,,,○,,,○,,,○,,○,,,,,（財）岩手県文化振興事業団埋蔵文化財センター1996c,発掘,20051220,中川重紀,20090818,中川重紀
30099 ,岩手県,,中山遺跡,,ガラス質黄褐色粘土層,,Nakayama,,胆沢郡金ヶ崎町字女夫坂,390811 ,39.133611 ,1405929 ,140.985833 ,世界,215 ,,○,,,,,,,,,,,,,,,○,,,,,,,及川洵・金ヶ崎町2005,採集,20100116,菊池強一,,
30101 ,岩手県,,金取遺跡,,Ⅲb、ｃ,,Kanedori,,遠野市宮守町字達曽部34地割29番地,392329 ,39.385833 ,1412027 ,141.335278 ,世界,241 ,,,○,,,,,,,,○,,,○,,○,石斧/円盤形石核/チョッパー/スクレイパー/剥片/屑片/焼礫/チョッピングツール/木炭片,,○,,○,,後期旧石器時代以前,菊池強一・武田義夫・小向裕明1984,発掘,20100116,菊池強一,,
30106 ,岩手県,,権現前遺跡,,黒沢尻火山灰層最上部,,Gongenmae,,遠野市青笹町糠前第22地割権現前34－2ほか,392012 ,39.333889 ,1413435 ,141.568056 ,世界,308 ,○,,○,,,,,,,,,,,,,,,,,,,,斧形石器としたものは局部磨製石斧、報告書では局部磨製石斧として扱っていない,（財）岩手県文化振興事業団埋蔵文化財センター2001,発掘,20050930,中川重紀,20100120,中川重紀
30120 ,岩手県,,上萩森遺跡,,Ⅱｂ,,Kamihagimori,,奥州市胆沢区若柳字上萩森第98番地,390616 ,39.101667 ,1405754 ,140.951111 ,世界,268 ,○,,○,,,,,,,,○,○,,○,,,○,,○,,○,配石とユニットをともなう,ペン先型ナイフ,胆沢町教育委員会1988,発掘,20050709,中川重紀,20090818,中川重紀
30123 ,岩手県,,岩洞堤遺跡,,第Ⅰ,,Gandotsutsumi,,奥州市胆沢区小山字岩洞,390540 ,39.083333 ,1410234 ,141.034444 ,世界,143 ,○,○,,,,,,,,,○,○,,○,○,,○,,○,,○,,,（財）岩手県文化振興事業団埋蔵文化財センター2009b,発掘,20100114,中川重紀,,
30124 ,岩手県,,岩洞堤遺跡,,第Ⅱ,,Gandotsutsumi,,奥州市胆沢区小山字岩洞,390540 ,39.083333 ,1410234 ,141.034444 ,世界,143 ,○,○,,,,,,,,,○,○,,○,○,,○,,○,,○,,,（財）岩手県文化振興事業団埋蔵文化財センター2009b,発掘,20100114,中川重紀,,
30132 ,岩手県,,鵜ノ木遺跡,,Ⅱ,,Unoki,,奥州市前沢区鵜ノ木102－1,390118 ,39.018889 ,1410754 ,141.117778 ,世界,31 ,○,○,,,,,,,,,○,○,,,,,○,,○,,,,,（財）岩手県文化振興事業団埋蔵文化財センター2009a,発掘,20100114,中川重紀,,
40005 ,宮城県,,上ノ原山遺跡,Ⅰ区 、Ⅳ区,,,Uenohara-yama,"Loc. 1, Loc4",仙台市太白区茂庭字上ノ原山,381305 ,38.218056 ,1404758 ,140.785556 ,世界,88 ,○,○,,,,,,,,,○,○,,,,,石刃,,○,,,,,仙台市教育委員会1995,発掘調査,20071203,小野章太郎,,
40006 ,宮城県,,青葉山Ｃ遺跡,,,,Aoba-yama C,,仙台市青葉区荒巻字青葉,381523 ,38.250833 ,1404945 ,140.818056 ,世界,150 ,,,○,,,,,,,,,,,,,,（局部磨製石斧）/剥片,,,,,,局部磨製石斧は表面採集,東北大学埋蔵文化財調査委員会1986・2006,発掘調査,20071203,小野章太郎,,
40010 ,宮城県,,戸谷沢遺跡,,,,Toya-sawa,,白石市大鷹沢三沢字戸谷沢,375746 ,37.951667 ,1404048 ,140.668889 ,世界,210 ,,,○,,,,,,,,,,,,,,（局部磨製石斧）,,,,,,,白石市史編さん委員1976,採集資料,20071031,鈴木　雅,,
40011 ,宮城県,,小菅遺跡,,,,Kosuge,,白石市大鷹沢三沢字小菅、出羽津堂,375809 ,37.969167 ,1404013 ,140.667500 ,世界,160 ,,,○,,,,,,,,,,,,,,（局部磨製石斧）,,,,,,,白石市史編さん委員1976,採集資料,20071031,鈴木　雅,,
40048 ,宮城県,,新堤上遺跡,,,,Shin-tsutsumi-ue,,大崎市岩出山上野目字北坂,383923 ,38.650833 ,1405327 ,140.885278 ,世界,75 ,,,○,,,,,,,,,,,,,,,,,,,,,東北歴史資料館1985,採集資料,20070922,佐久間光平,,
40056 ,宮城県,薬莱山遺跡群,薬莱山No.17遺跡,,,Yakurai-san,Yakurai-san No.17,,加美郡加美町字芋沢柏木平,383429 ,38.569167 ,1404108 ,140.685556 ,世界,265 ,,○,,,,,,,,,,,,,,,剥片/石核,,,,,,,小野田町教育委員会2000b,発掘調査,20071110,村上裕次,,
50014 ,秋田県,,家の下遺跡,,,,Ienoshita,,山本郡琴丘町鹿渡字長信田家の下1-5外,400429 ,40.069167 ,1400508 ,140.085556 ,世界,25 ,○,○,,,,,,,,,○,○,,○,,,抉入石器/二次加工ある剥片/磨石/石刃/剥片/砕片/石核,,○,,,,環状ブロック群,秋田県教育委員会1998b,発掘調査,20051211,吉川耕太郎,,
50015 ,秋田県,,地蔵田遺跡,,,,Jizouden,,秋田市御所野地蔵田三丁目,393828 ,39.635556 ,1400928 ,140.152222 ,世界,31 ,○,○,○,,,,,,,,○,,,,,○,ノッチ/石核/剥片,,○,,,,,秋田市教育委員会1986,発掘調査,20050901,神田和彦,,
50023 ,秋田県,七曲遺跡群,風無台Ⅰ遺跡,,,Nanamagari,Kazanashidai Loc.1,,秋田市河辺松渕字風無台127他,393810 ,39.633333 ,1401248 ,140.202222 ,世界,42 ,○,○,○,,,,,,,,○,,,,,,剥片/石核,,○,,,,,秋田県教育委員会1985,発掘調査,20051013,石川恵美子,,
50024 ,秋田県,七曲遺跡群,風無台Ⅱ遺跡,,,Nanamagari,Kazanashidai Loc.2,,秋田市河辺松渕字風無台110他,393810 ,39.633333 ,1401248 ,140.202222 ,世界,40 ,,○,,,,,,,,,○,,,○,,,剥片/石核/ドリル,,○,,,,,秋田県教育委員会1985,発掘調査,20051013,石川恵美子,,
50032 ,秋田県,,此掛沢Ⅱ遺跡,,,,Konokakezawa Loc.2,,能代市浅内字此掛沢119番地外,400943 ,40.150833 ,1400129 ,140.019167 ,世界,32 ,○,○,○,,,,,,,,,○,,,,,石刃/剥片/砕片/石核,,○,,,,,秋田県教育委員会1984b,発掘調査,20051211,吉川耕太郎,,
50037 ,秋田県,七曲遺跡群,松木台Ⅱ遺跡,,,Nanamagari,Matsukidai Loc.2,,秋田市河辺松渕字松木台81他,393810 ,39.633333 ,1401248 ,140.202222 ,世界,39 ,,○,,,,,,,,,○,,,,,,剥片/石核,,○,,,,,秋田県教育委員会1985,発掘調査,20051013,石川恵美子,,
50046 ,秋田県,,狸崎Ｂ遺跡,Ｂ区,Ⅱ群石器,,Mujinazaki B,B-area,秋田市御所野地蔵田五丁目,393926 ,39.651667 ,1400904 ,140.151111 ,世界,35 ,○,○,,,,,,,,,○,,,,,○,鋸歯縁石器/石核/剥片,,○,,,,,秋田市教育委員会1993/秋田市教育委員会1994,発掘調査,20050901,神田和彦,,
50047 ,秋田県,,ムサ岱遺跡,,,,Musatai,,能代市浅内字ムサ岱38番地外,400929 ,40.152500 ,1400134 ,140.017778 ,世界,29 ,○,○,,,,,,,,,,,,,,,,,,,,,整理作業中に発見,秋田県教育委員会2005a,発掘調査,20051211,吉川耕太郎,,
50052 ,秋田県,,縄手下遺跡,,,,Nawateshita,,能代市田床内字縄手下53-2外,401119 ,40.185833 ,1400609 ,140.102500 ,世界,45 ,○,○,,,,,,,,,○,○,,,,,楔形石器/二次加工ある剥片/石刃/剥片/砕片/石核,,○,,,土坑,,秋田県教育委員会2006,発掘調査,20051211,吉川耕太郎,,
50068 ,秋田県,,下堤Ｇ遺跡,,,,Shimotsutsumi G,,秋田市御所野地蔵田一丁目,393945 ,39.651389 ,1400941 ,140.150278 ,世界,40 ,○,○,,,,,,,,,,,,,○,○,石核/石刃/剥片,,○,○,,土坑,土坑内に径3～20㎝の自然礫があり、被熱・煤状付着物あり。,秋田市教育委員会1983,発掘調査,20050901,神田和彦,,
60097 ,山形県,,岩井沢遺跡,,,,iwaizawa,,西置賜郡小国町大字岩井沢字平林,380338 ,38.052222 ,1394522 ,139.750556 ,世界,150 ,○,○,,,,,,,,,,,,,,,石刃,,○,○,,,,加藤･米地･渋谷1973/山形県立小国高等学校1973/加藤1973b/橋本1975/藤原1978/加藤1981c/藤原･柳田1971/加藤1992/渋谷1992/会田1992/渋谷1994/会田2006ｂ/会田2006c/会田2006ｄ/石井2006a/渋谷2006a/渋谷2006b/渋谷2006c/佐藤2006a/柳田2006/吉川2007/押切2008/佐藤2008/黒坂･会田2009/渋谷2009a/渋谷2009b,発掘調査,20060305,渋谷孝雄,,
60131 ,山形県,,懐ノ内Ｆ遺跡,,,,futokoro-no-uchi-F,,飽海郡遊佐町大字吉出字懐ノ内121,390217 ,39.035278 ,1395742 ,139.950556 ,世界,170 ,,○,,,,,,,,,,,,,,,石刃,,○,,,,,渋谷･大川2000/大川2001/佐藤2004/会田2006ｂ/会田2006ｄ/石井2006a/渋谷2006c/柳田2006/吉川2007/佐藤2008/渋谷2009a/渋谷2009b,発掘調査,20060305,渋谷孝雄,,
70004 ,福島県,笹山原遺跡群,笹山原No.12遺跡,,第２文化層,sasayamahara,sasayamahara-No.12,,会津若松市湊町大字赤井字笹山原,373104 ,37.517778 ,1400047 ,140.001944 ,世界,530 ,○,○,○,,,,,,,,○,,,,,,,,○,,,,,会津若松市教育委員会2001,発掘調査,20060930,藤原妃敏,,
70006 ,福島県,笹山原遺跡群,笹山原No.８遺跡,,,sasayamahara,sasayamahara-No.8,,会津若松市湊町大字赤井字笹山原,373056 ,37.501667 ,1400057 ,140.001944 ,世界,520 ,○,○,○,,,,,,,,○,,○,,,,磨石,,○,○,,,,柳田俊雄1995,発掘調査,20060930,藤原妃敏,,
70007 ,福島県,笹山原遺跡群,笹山原No.７遺跡,,,sasayamahara,sasayamahara-No.7,,会津若松市湊町大字赤井字笹山原,373053 ,37.500833 ,1400057 ,140.001944 ,世界,520 ,○,○,,,,,,,,,,,,,,,,,○,,,,,会津若松市教育委員会1990,発掘調査,20060930,藤原妃敏,,
70009 ,福島県,笹山原遺跡群,笹山原No.16遺跡,,,sasayamahara,sasayamahara-No.16,,会津若松市湊町大字赤井字笹山原,373101 ,37.516944 ,1400054 ,140.001111 ,世界,510 ,,○,○,,,,,,,,,,,,,,,,○,,,,,会田容弘2004,発掘調査,20060930,藤原妃敏,,
70015 ,福島県,,平林遺跡,,,,hirabayasi,,伊達郡桑折町南半田字平林,375146 ,37.851667 ,1403057 ,140.501944 ,世界,160 ,,△,,,,,,,,,○,○,,,,,チョッピング・トウール、ピック、プテイトランシェ、ピエス・エスキーユ、切出形ナイフ様石器、,,,,,,,福島県教育委員会･日本道路公団1975,発掘調査,20060930,藤原妃敏,,
70016 ,福島県,,江平遺跡,,,,edaira,,石川郡玉川村大字小高字江平・大隈平、大字蒜生字恵平,371213 ,37.200833 ,1402424 ,140.401111 ,世界,260 ,○,,○,,,,,,,,○,,,,,,磨石,,○,○,,,,福島県教育委員会･（財）福島県文化振興事業団･福島県土木部2002,発掘調査,20060930,藤原妃敏,,
70020 ,福島県,,一里段A遺跡,,西ブロック,,itiridan-A,Loc.West block,白河市白坂字一里段,370552 ,37.083889 ,1401224 ,140.201111 ,世界,380 ,○,○,,,,,,,,,○,△,,○,,,磨石,,○,,,,,福島県教育委員会･（財）福島県文化センター2000,発掘調査,20060930,藤原妃敏,,
70024 ,福島県,,乙字ヶ滝遺跡,,,,otujigataki,,須賀川市前田川字深田,371455 ,37.234722 ,1402331 ,140.383611 ,世界,270 ,○,○,○,,,,,,,,,,,,,,,,,,,,,柳田俊雄1996,発掘調査,20060930,藤原妃敏,,
70026 ,福島県,,上悪戸遺跡,,,,kamiakudo,,田村市石川町中野字中野・堀込,371026 ,37.168333 ,1402438 ,140.402222 ,世界,270 ,,○,,,,,,,,,,,,,,,,,,,,,,福島県教育委員会･（財）福島県文化センター1983b,発掘調査,20060930,藤原妃敏,,
70028 ,福島県,,大谷上ノ原遺跡,,第２ブロック,,o-yauenohara,Loc.No.2block,双葉郡楢葉町大字大谷字上ノ原・山根,371718 ,37.285556 ,1405850 ,140.966667 ,世界,70 ,,○,○,,,,,,,,,,,,,,,,○,,,,,福島県教育委員会･福島県文化振興事業団･日本道路公団2001/福島県教育委員会･福島県文化振興事業団･日本道路公団2002,発掘調査,20060930,藤原妃敏,,
70034 ,福島県,,輪山遺跡,,,,wayama,,いわき市岩間町輪山,365500 ,36.916667 ,1404925 ,140.818056 ,世界,50 ,,○,,,,,,,,,,,,○,○,,楔形石器,,,,,,,いわき市教育委員会1977,発掘調査,20060930,藤原妃敏,,
80005 ,茨城県,,上君田遺跡,,,,Kami-Kimida,,高萩市上君田520番地外,364717 ,36.785278 ,1403240 ,140.533333 ,世界,632 ,,,○,,,,,,,,,,,,,,,,,,,なし,斧形石器として報告されているが，石核の可能性が高い。,高萩市史編纂専門委員会1969,採集資料,20050930,伊藤千洋,,
80018 ,茨城県,,鹿野場遺跡,,,,Kanoba,,日立市高鈴町5丁目241外,363629 ,36.602500 ,1403830 ,140.633333 ,世界,152 ,○,○,○,,,,,,,,○,,,,,○,剥片/石核/両極剥片/両極石核/二次加工のある剥片/使用痕のある剥片,,,,,,"9基から構成される環状ユニット，総計2,129点，組成不詳",舘野1979,発掘調査,20050930,伊藤千洋,,
80019 ,茨城県,,原の内B遺跡,,,,Harano-Uchi B,,日立市石名坂町1丁目310外,363046 ,36.501667 ,1403548 ,140.585556 ,世界,50 ,,△,,,,,,,,,,,,,,,剥片,,,,,なし,,荒井1996,発掘調査,20050930,伊藤千洋,,
80020 ,茨城県,,割山古墳群,,,,Wariyama-Kofungun,,日立市,362927 ,36.485278 ,1403636 ,140.601667 ,世界,22 ,,△,,,,,,,,,,,,,,,剥片/石核,,,,,なし,,小川2001,発掘調査,20050930,伊藤千洋,,
80067 ,茨城県,,君ヶ台遺跡,,,,Kimigadai,,ひたちなか市中根字君ヶ台,362307 ,36.385278 ,1403345 ,140.551389 ,世界,23 ,○,,○,,,,,,,,○,,,,,,石刃,,,,,なし,発掘資料は窪田恵一・鴨志田篤二1999，採集資料は川崎純徳他1979，鴨志田篤二・武石晃明2002に報告されている。発掘資料も後世の遺構の調査に伴い検出されたもの。,金子･川崎･渡辺1973/川崎他1979/窪田･鴨志田1999b/鴨志田･武石2002,採集資料/発掘調査,20050931,鈴木素行,,
80100 ,茨城県,,ドウゼンクボ遺跡,,,,Dozenkubo,,水戸市藤井町ドウゼンクボ,362746 ,36.451667 ,1402313 ,140.384167 ,世界,43 ,,,○,,,,,,,,,,,,,,,,,,,なし,,小野田･外山1982,採集資料,20050930,川口武彦,,
80109 ,茨城県,,森戸古墳群（第六天古墳）,,,,Morido-Kofungun(Dairokuten-Kofun),,水戸市森戸町264外,361910 ,36.316667 ,1403040 ,140.500000 ,世界,25 ,,○,,,,,,,,,,,,,,○,石核/剥片,,,,,なし,,伊東1976,発掘調査,20050930,川口武彦,,
80110 ,茨城県,,松原遺跡,,,,Matsubara,,水戸市加倉井町字元町,362326 ,36.385000 ,1402313 ,140.384167 ,世界,40 ,,,○,,,,,,,,,,,,,,石錐/剥片,,,,,なし,,石井1980,発掘調査,20050930,川口武彦,,
80133 ,茨城県,,古峯A遺跡,,,,Furumine-A,,笠間市（旧友部町）大字南小泉字古峯1135外,361858 ,36.302222 ,1401853 ,140.300833 ,世界,39 ,○,○,,,,,,,,,○,,,○,○,,両極剥片/磨石,,,,,なし,,平松2000,発掘調査,20050930,小林健太郎,,
80134 ,茨城県,,古峯B遺跡,,,,Furumine-B,,笠間市（旧友部町）大字南小泉145外,362014 ,36.334444 ,1401723 ,140.284167 ,世界,29 ,,,○,,,,,,,,,○,,,,,剥片,,,,,なし,,平松2000,発掘調査,20050930,小林健太郎,,
80151 ,茨城県,,大畑遺跡,,,,Oobatake,,東茨城郡茨城町大字駒渡字大作,361827 ,36.301944 ,1402513 ,140.417500 ,世界,28 ,,○,,,,,,,,,,,,○,,,剥片/石核,,○,,,,,長谷川1998,発掘調査,20050930,長谷川聡,,
80215 ,茨城県,,二本木城跡,,,,Nihongijoshi,,行方市（旧麻生町）麻生字二本木2458外,355957 ,35.985278 ,1402929 ,140.485833 ,世界,5 ,,○,,,,,,,,,,,,,,,,,,,,なし,,道澤･藤原1991,発掘調査,20060901,新垣清貴,,
80220 ,茨城県,,三和貝塚,,,,Sanwa-Kaizuka,,行方市（旧北浦町）三和字二の間2037-4外,360705 ,36.118056 ,1403049 ,140.502500 ,世界,30 ,,○,,,,,,,,,,,,,,,剥片,,,,,なし,黒澤1998は原報告。窪田2006は再整理報告,黒澤1998/窪田2006,発掘調査,20060901,新垣清貴,,
80228 ,茨城県,,高崎城跡,,,,Takasakijo,,小美玉市（旧玉里村）高崎291-3外,360917 ,36.151944 ,1401952 ,140.317222 ,世界,21 ,○,○,,,,,,,,,,,,,,,石核/剥片,,,,,なし,,小玉1999,発掘調査,20050930,川口武彦,,
80248 ,茨城県,,半田原遺跡,,,,Handahara,,石岡市（旧八郷町）半田字原752-2外,361214 ,36.201111 ,1401202 ,140.200556 ,世界,36 ,○,○,○,,,,,,,,,,○,○,○,○,二次加工のある剥片/石核/剥片/砕片,,○,,,,,仙波1997,発掘調査,20060901,川口武彦,,
80313 ,茨城県,,大日遺跡,,,,Dainichi,,稲敷郡阿見町吉原字馬立1707-1外,355917 ,35.985278 ,1401325 ,140.218056 ,世界,21 ,,○,,,,,,,,,,,,,,,,,,,,なし,,綿引･後藤2004,発掘調査,20060901,川口武彦,,
80328 ,茨城県,,柏峯B遺跡,,,,Kashiwamine-B,,牛久市桂町字柏峯2720番地の4ほか,355846 ,35.968333 ,1401506 ,140.251667 ,世界,27 ,,○,,,,,,,,,,,,,,,,,,,,なし,,石川･後藤2005,発掘調査,20060901,駒澤悦郎,,
80346 ,茨城県,,下郷遺跡,,,,Shimogo,,土浦市手野町字天王宮2976外,360520 ,36.083333 ,1401442 ,140.233889 ,世界,26 ,○,○,,,,,,,,,○,,,,○,,削片/楔形石器/剥片/石核,,○,,,,,平石2000/関口･窪田2001/窪田2001,発掘調査,20061001,川口武彦,,
80352 ,茨城県,田村・沖宿遺跡群,寺畑遺跡,,,Tamura-Okijyuku,Terahata,,土浦市おおつ野8丁目86外,360527 ,36.085278 ,1401513 ,140.250833 ,世界,26 ,,○,,,,,,,,,,,,○,,,剥片/石核,,,,,炉跡,未報告,関口･黒澤･塩谷1993/窪田2001/宮内･川口2005,発掘調査,20061001,川口武彦,,
80372 ,茨城県,,内出後遺跡,,,,Uchideushiro,,土浦市小岩田東1丁目1471-1外,360336 ,36.051667 ,1401151 ,140.183611 ,世界,25 ,○,○,,,,,,,,,,,,,,,石核,,,,,なし,未報告,窪田2001,発掘調査,20061001,川口武彦,,
80399 ,茨城県,,中台遺跡,,,,Nakadai,,つくば市北条字古城1159外,361041 ,36.166944 ,1400552 ,140.083889 ,世界,33 ,○,△,,,,,,,,,,,,,,,石核,,,,,なし,,吉川･新井･黒澤1995,発掘調査,20061001,川口武彦,,
